BGC0000002,00000000011111110011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100100010010001001000100100000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000100000000000000000000000110110111100111100011000000000000111000000100000100000000000010000000000011000000000100010000000001000100000110100100000100000000000000000000000000000000000001000000000000000000000000010000000100010000001000000000000000001001000000100110001010000010010000000001010000100000000001000100101000000000000000001111101000000000000000011110011000110000011110000001110000011111100000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BGC0000003,00000000011110000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000110101010100101000001000000000000010000000100000100000000000000000000000011000000000100010000000000000100000110100100000100000000010000000000000000000000000001000000000000000000000000010000000100000000001010000000000000001001000000010010001010000010110000000000010000100000100000000100101000000000000000001011110000000000000000010111011000110000010100010000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
BGC0000004,00000000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000110000010000000000000000000001101001100000010000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001101000000000000000000000000000000000000000000000110100000100101100001001100000000011001100100000111011000000000000000000010001000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111000010011100110110100011000011010100011010101000100011101101100000101001011110000000010101000011001010100100000111110010101110111011111100111011101010000000000000000000100000100000000000000010000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000
BGC0000005,00000000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000110000010000000000000000000001101001100000010000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001101000000000000000000000000000000000000000000000110100000100101100001001100000000011001100100000111011000000000000000000010001000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111000010011100110110100011000011010100011010101000100011101101100000101001011110000000010101000011001010100100000111110010101110111011111100111011101010000000000000000000100000100000000000000010000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000
BGC0000006,00000000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000110000010000000000000000000001101001100000010000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001101000000000000000000000000000000000000000000000110100000100101100001001100000000011001100100000111011000000000000000000010001000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111000010011100110110100011000011010100011010101000100011101101100000101001011110000000010101000011001010100100000111110010101110111011111100111011101010000000000000000000100000100000000000000010000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000
BGC0000007,00000000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000110000010000000000000000000001101001100000010000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001101000000000000000000000000000000000000000000000110100000100101100001001100000000011001100100000111011000000000000000000010001000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111000010011100110110100011000011010100011010101000100011101101100000101001011110000000010101000011001010100100000111110010101110111011111100111011101010000000000000000000100000100000000000000010000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000
BGC0000008,00000000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000110000010000000000000000000001101001100000010000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001101000000000000000000000000000000000000000000000110100000100101100001001100000000011001100100000111011000000000000000000010001000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111000010011100110110100011000011010100011010101000100011101101100000101001011110000000010101000011001010100100000111110010101110111011111100111011101010000000000000000000100000100000000000000010000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000
BGC0000009,00000000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000110000010000000000000000000001101001100000010000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001101000000000000000000000000000000000000000000000110100000100101100001001100000000011001100100000111011000000000000000000010001000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111000010011100110110100011000011010100011010101000100011101101100000101001011110000000010101000011001010100100000111110010101110111011111100111011101010000000000000000000100000100000000000000010000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000
BGC0000010,00000000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000110000010000000000000000000001101001100000010000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001101000000000000000000000000000000000000000000000110100000100101100001001100000000011001100100000111011000000000000000000010001000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111000010011100110110100011000011010100011010101000100011101101100000101001011110000000010101000011001010100100000111110010101110111011111100111011101010000000000000000000100000100000000000000010000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000
BGC0000011,00000000011110000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000110000010000000000000000000001101001100000010000000000000000000000000000000000000000000000000000000000000011100000000000000000000000001101000000000000000000000000000000000000000000000110100000100101100001001100000000011001100100000111011000000000000000000010001000000100010000000001010100000110100100000100000000000000000100000100000000000001001000010000000000000000010001000100000000001000001100000100011001000000111000010011100110110100011000011010100011010101000100011101101100000101001011110000000010101000011001010100100000111110010101110111011111100111011101010000000000000000000100000100000000000000010000000000000000000010000000000000000000100000100000000000000010000000000000000000000000000000000000000000000000000000000000
