BGC0000002,00000000000000000000000000000000000000000000000000100110010000000010000010001000001010000111000101110000110011011011101010010011110111000101111101110111111111111101110
BGC0000003,00000000000000001000001000000000000000000000000000000010010000000010000010100000000000000100000000010000000001001011100000010010000100001101110000100100111101011000110
BGC0000004,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100010010110100010001000100001010010111000010001100100111110000111001011011110
BGC0000005,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100010010110100010001000100001010010111000010001100100111110000111001011011110
BGC0000006,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100010010110100010001000100001010010111000010001100100111110000111001011011110
BGC0000007,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100010010110100010001000100001010010111000010001100100111110000111001011011110
BGC0000008,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100010010110100010001000100001010010111000010001100100111110000111001011011110
BGC0000009,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100010010110100010001000100001010010111000010001100100111110000111001011011110
BGC0000010,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100010010110100010001000100001010010111000010001100100111110000111001011011110
BGC0000011,00000000000000000000000000000000000000000000000000000000010000000000000000000000000100000100010010110100010001000100001010010111000010001100100111110000111001011011110
BGC0000012,00000000000000000000000000000000000000000000000000100000010000000000000000001000000000000100000000110000000010000111101000010001100000000101010110110110101101011011110
BGC0000013,00000000000000000000000000000000000000000000000000000100010000000000000000000000000000000100000000100100010000000100000000010101000100000101100101100000101001011011110
BGC0000014,00000000000000000000001000000000000000000000000000100010010000000000000010001000000000000111000000110000100000000010100010010001100110000101110101100110101101011001110
BGC0000015,00000000000000000000000000000000000000000000000000000110010000000000000010000000000010000111000101110000110010001000001010010011110111001101110101110111101011111101110
BGC0000016,00000000000000000000000000000000000000000000000000000110010000000000000010000000000010000111000101110000110010001000001010010011110111001101110101110111101011111101110
BGC0000017,00000000000000000001000000000000000000000000000000100000000000000000000000001000000100000011000011010100110010010000001001000000110000000100000000010001101010101100110
BGC0000018,00000000000000001000001000000000000000000000000000000010010000000010000010100000000001100110010101110000110011011011100010110011110111001101110101101110111111111101110
BGC0000019,00000000000000001000001000000000000000000000000000000010010000000010000010100000000001100110010101110000110011011011100010110011110111001101110101101110111111111101110
BGC0000020,00000000000000001000001100000000000000000001000000100000010000000010000010111000000001010101110101110001111110111101110011110011000110111101111111101111101011111111110
BGC0000021,00000000000000000000000000000000000000000000000000100110010000000010000010001000000000100111010000110000100011001001101010010011110110000101110101110110111101011001110
BGC0000022,00000000000000000000000000000000000000000000000000100010010000000010000010001000000100000110000010010100110010001011100000000001000110001101110110100110101101011011110
BGC0000024,00000000000000000000000010000000000000000000000001100000110000110000001110001000000100000100011010110010000010000100001110111111001011011100110111111110101011111111110
BGC0000025,00000000000000000000000000100000000000000000000000100100010000000010000010001000000100000111010010110100010011001011100010010011100110000101110101100110111101011001110
BGC0000026,00000000000000010000000000001000000000000000000000000000010000000010000010100000000100110101010010100101111111001101000010010011100110101111110111100110111101011011110
BGC0000027,00000000000000000000000000100000000000000000000000100000010000000010000010001000000100000100000010110100010011001011101010010001110010001100110101110110111101011001110
BGC0000028,00000000000000000000000000000000000000000000000000100100010000000000000010101000000000000111010000110000100010001001100010010011000110000101110100100110101001011001110
BGC0000030,00000000000000000000000000000000000000000000000000000000010000000000000010001000000000000100010000110100010000000100000000000111000100001101110111100110101001011011110
BGC0000031,00000000000000000000000000000000000000000100000000100000010000100000000000001000000000000111000011010000100010000001101000010001110110001101110100110110101001011100110
BGC0000032,00000000000000000000000000000000000000000000000000000100010000000100000000000000100100000100110111100100010010111001111011010100110111011101111011110111101111111111110
BGC0000033,00000000000000100100000110110000000000000000010000100110011000001011010110001010011000011111011101111110111111111110110110011011111111101111111111100111111111111111110
BGC0000034,00000000000000000000000000000000000000000000000000000110010000000000000010000000000010000111000101110000100010000001101010010011110111011101111101110111101111111111110
BGC0000035,00000000000000001000001000000000000000000000000000000000010000000010000010000000000000000110010000110000110011001001100010010011000110001101110101100110111101011001110
BGC0000037,00000000000000000000000000000000000000000000000000000000000000000000000000000000001100000101110011001100010010100100010001000011000100000101000110100111111011111111110
BGC0000039,00000000000000000000000000100000000000000000000000100000010000000000000000001000000000000101000000110100110010000011101000010011110010001101110101110110101101011001110
BGC0000040,00000000000000000000000000000000000000000000000000100100010000000000000010001000000000000111010000110000100010001011100010010011100110000101110100100110101101011001110
BGC0000041,00000000000000000000000000000000000000000000000000100000000000000000000000001000000000000001000010010100010000000010101000010001110010001001000100110000101101011001110
BGC0000042,00000000000000000000000000100000000000000000000000100000010000000000000010001000000000000111110011110000110010110011111011010011110110001101110100110111101111111101110
BGC0000043,00000000000000000000001000000000001010000000000100100000000000100000000000001010010100001000010010010000000010010001101111000010110010000100010000010110110111101100110
BGC0000044,00000000000000000000000000000000000000000000000000100000000000000000000000001000000000000100000000010000000000000000000000010010000000000001010000100100101001011000100
BGC0000045,00000000000000000000000000000000000000000000000000000100010000000000000000000000000000000101000000010100010010000101101000010001100110001101100110110000101001011011110
