BGC0000002,0001010000000000010000000000000000000010000000000000000000000000000000000001111000001111000000000000000000000000000000001010000011000000000000000000100000000010000000000000000000000000000000000000000000100000000000000000000010100010000000100000000000000000000100000100001000000000000000000000000010001100000000100010000000000010001000000000010000000000100100000000000000000000000000000000011010001000000001000100001000000000000000000010000000000000000000100000000000000010001000011000010000100000000000010000000000000000000000000000011000000010000001000000000000000000000000100000000000001000000010010000000000000000010001000100000000100100000110100000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000001100001000010000000000000000000000000000000000000000000001110000000000000000000100000000111000010001000001000100000000000010100000000000000000001000000100000000000000000001010100000000000110000010000000000000100010000000000000000000000110000000000000010000000000000010000101100000000
BGC0000003,0000000000000000000000000000000000000010000000000000000000000000000000000001110000001111000000000000000000000000000000001000000111000000000000000000100000001000000000000000000000000000000000001000000000000000000000000000000010100000000000100000000000000000000000001100001000010000000000000000000000001100000000000000000000101010000000000000010000000000000000000000000000000010000000000000000000001000000001000100001000000000000000000010000000000000000000000000000000000010001000000000000000000000100000000000100000000000000000000000000000000010010001000000000000000000000000000000100000001000000010101001000000000000000001000100000000100100000110100000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000001100000010010000000100000000000000000000000000000001000001110100000000000000000100000000101000010001000000000100000000000000000000000000000000000000000100001000000000000000000000000000000010000000000000000000100000000101100000000000000110000000000000010000100001000010000101100000000
BGC0000004,0001000000000110000001000100010000100000000010000000000011000010001000000001110000001110000000010100000000111100010111001010011011000000001100000000100000000110010000000000100000000000000000000000010001000100000001000000001010000010011000100000000010000100000000000100000101000000010000010001001110001100000000111000000000000010000001000000100000000000100000000000000000001000000000001000110100101000000001000100011000100010000011000000000100010001100000100000000000000011101000010000010000011000011000100000000001000000000000000000000000000011010100000000000000010000000000101000000000001000000010010000100000000100000001000110100000101100000010100000000000000000000001100000010000000000000000000001000100000000010001000000001100000000100001100100000000100000010000101000000000100010010100000000001100000100000000000010100000000101000000010000100000100100001000000100000000000001000000000100100000100010000010000000010001000000010010000100000000000000000000100000000110000000010000000100100010000100010000010000001100010000
BGC0000005,0001000000000110000001000100010000100000000010000000000011000010001000000001110000001110000000010100000000111100010111001010011011000000001100000000100000000110010000000000100000000000000000000000010001000100000001000000001010000010011000100000000010000100000000000100000101000000010000010001001110001100000000111000000000000010000001000000100000000000100000000000000000001000000000001000110100101000000001000100011000100010000011000000000100010001100000100000000000000011101000010000010000011000011000100000000001000000000000000000000000000011010100000000000000010000000000101000000000001000000010010000100000000100000001000110100000101100000010100000000000000000000001100000010000000000000000000001000100000000010001000000001100000000100001100100000000100000010000101000000000100010010100000000001100000100000000000010100000000101000000010000100000100100001000000100000000000001000000000100100000100010000010000000010001000000010010000100000000000000000000100000000110000000010000000100100010000100010000010000001100010000
BGC0000006,0001000000000110000001000100010000100000000010000000000011000010001000000001110000001110000000010100000000111100010111001010011011000000001100000000100000000110010000000000100000000000000000000000010001000100000001000000001010000010011000100000000010000100000000000100000101000000010000010001001110001100000000111000000000000010000001000000100000000000100000000000000000001000000000001000110100101000000001000100011000100010000011000000000100010001100000100000000000000011101000010000010000011000011000100000000001000000000000000000000000000011010100000000000000010000000000101000000000001000000010010000100000000100000001000110100000101100000010100000000000000000000001100000010000000000000000000001000100000000010001000000001100000000100001100100000000100000010000101000000000100010010100000000001100000100000000000010100000000101000000010000100000100100001000000100000000000001000000000100100000100010000010000000010001000000010010000100000000000000000000100000000110000000010000000100100010000100010000010000001100010000
BGC0000007,0001000000000110000001000100010000100000000010000000000011000010001000000001110000001110000000010100000000111100010111001010011011000000001100000000100000000110010000000000100000000000000000000000010001000100000001000000001010000010011000100000000010000100000000000100000101000000010000010001001110001100000000111000000000000010000001000000100000000000100000000000000000001000000000001000110100101000000001000100011000100010000011000000000100010001100000100000000000000011101000010000010000011000011000100000000001000000000000000000000000000011010100000000000000010000000000101000000000001000000010010000100000000100000001000110100000101100000010100000000000000000000001100000010000000000000000000001000100000000010001000000001100000000100001100100000000100000010000101000000000100010010100000000001100000100000000000010100000000101000000010000100000100100001000000100000000000001000000000100100000100010000010000000010001000000010010000100000000000000000000100000000110000000010000000100100010000100010000010000001100010000
BGC0000008,0001000000000110000001000100010000100000000010000000000011000010001000000001110000001110000000010100000000111100010111001010011011000000001100000000100000000110010000000000100000000000000000000000010001000100000001000000001010000010011000100000000010000100000000000100000101000000010000010001001110001100000000111000000000000010000001000000100000000000100000000000000000001000000000001000110100101000000001000100011000100010000011000000000100010001100000100000000000000011101000010000010000011000011000100000000001000000000000000000000000000011010100000000000000010000000000101000000000001000000010010000100000000100000001000110100000101100000010100000000000000000000001100000010000000000000000000001000100000000010001000000001100000000100001100100000000100000010000101000000000100010010100000000001100000100000000000010100000000101000000010000100000100100001000000100000000000001000000000100100000100010000010000000010001000000010010000100000000000000000000100000000110000000010000000100100010000100010000010000001100010000
BGC0000009,0001000000000110000001000100010000100000000010000000000011000010001000000001110000001110000000010100000000111100010111001010011011000000001100000000100000000110010000000000100000000000000000000000010001000100000001000000001010000010011000100000000010000100000000000100000101000000010000010001001110001100000000111000000000000010000001000000100000000000100000000000000000001000000000001000110100101000000001000100011000100010000011000000000100010001100000100000000000000011101000010000010000011000011000100000000001000000000000000000000000000011010100000000000000010000000000101000000000001000000010010000100000000100000001000110100000101100000010100000000000000000000001100000010000000000000000000001000100000000010001000000001100000000100001100100000000100000010000101000000000100010010100000000001100000100000000000010100000000101000000010000100000100100001000000100000000000001000000000100100000100010000010000000010001000000010010000100000000000000000000100000000110000000010000000100100010000100010000010000001100010000
BGC0000010,0001000000000110000001000100010000100000000010000000000011000010001000000001110000001110000000010100000000111100010111001010011011000000001100000000100000000110010000000000100000000000000000000000010001000100000001000000001010000010011000100000000010000100000000000100000101000000010000010001001110001100000000111000000000000010000001000000100000000000100000000000000000001000000000001000110100101000000001000100011000100010000011000000000100010001100000100000000000000011101000010000010000011000011000100000000001000000000000000000000000000011010100000000000000010000000000101000000000001000000010010000100000000100000001000110100000101100000010100000000000000000000001100000010000000000000000000001000100000000010001000000001100000000100001100100000000100000010000101000000000100010010100000000001100000100000000000010100000000101000000010000100000100100001000000100000000000001000000000100100000100010000010000000010001000000010010000100000000000000000000100000000110000000010000000100100010000100010000010000001100010000
BGC0000011,0001000000000110000001000100010000100000000010000000000011000010001000000001110000001110000000010100000000111100010111001010011011000000001100000000100000000110010000000000100000000000000000000000010001000100000001000000001010000010011000100000000010000100000000000100000101000000010000010001001110001100000000111000000000000010000001000000100000000000100000000000000000001000000000001000110100101000000001000100011000100010000011000000000100010001100000100000000000000011101000010000010000011000011000100000000001000000000000000000000000000011010100000000000000010000000000101000000000001000000010010000100000000100000001000110100000101100000010100000000000000000000001100000010000000000000000000001000100000000010001000000001100000000100001100100000000100000010000101000000000100010010100000000001100000100000000000010100000000101000000010000100000100100001000000100000000000001000000000100100000100010000010000000010001000000010010000100000000000000000000100000000110000000010000000100100010000100010000010000001100010000
